Tweet Number,Tweet,Tweet Polarity,Tweet Subjectivity,Result,Num Positive Tweets,Num Negative Tweets,Num Neutral Tweets,Positive Percentage,Negative Percentage,Neutral Percentage
15,"#Telangana has the highest number of #COVID19 active cases among the 10 worst-hit states in the country, Union Mini… https://t.co/rkatUbYXyZ",-0.13333333333333333,0.6,Negative,5,2,8
16,"#India #coronavirus update (thru Jun 30):

New cases: 18,641
New deaths: 507

Total cases: 585,481
Total deaths: 17… https://t.co/k52SM6M8Kk",0.06818181818181818,0.6022727272727273,Positive,6,2,8
17,This #NationalDoctorsDay we offer our gratitude to all the doctors and healthcare workers of our country who are wo… https://t.co/k6pc1wYCcs,0.0,0.0,Neutral,6,2,9
18,The overall optimist view has been stated pithily by one analyst — there can be no return to normality after the… https://t.co/McLsP8r7lc,0.0,0.0,Neutral,6,2,10
19,"Over 20,000 contractual government school teachers in Delhi have been affected as no extra classes were held this y… https://t.co/sqRipX9Qph",0.0,0.1,Neutral,6,2,11
20,#MCPro | The data bag is mixed. The tracker implies that urban #economic indicators are improving relative to rural… https://t.co/kZ0rVj0kdj,0.05,0.1125,Positive,7,2,11
21,"#PMDoCBIEnquieryForSSR
#PMDoCBIEnquiryForSSR
#PMDoJusticeForSSR
#CBIEnquiryForSSR
#cbiforsushant
#arogyasetu… https://t.co/UnvjGjTX1K",0.0,0.0,Neutral,7,2,12
22,"#PMDoCBIEnquieryForSSR
#PMDoCBIEnquiryForSSR
#PMDoJusticeForSSR
#CBIEnquiryForSSR
#cbiforsushant
#arogyasetu… https://t.co/JYDQG262hQ",0.0,0.0,Neutral,7,2,13
23,Tripura launches unique immunity-boosting program for urban poor | Indiablooms - First Portal on Digital News Manag… https://t.co/slDnrdXIgV,0.045,0.38666666666666666,Positive,8,2,13
24,"#PMDoCBIEnquieryForSSR
#PMDoCBIEnquiryForSSR
#PMDoJusticeForSSR
#CBIEnquiryForSSR
#cbiforsushant
#arogyasetu… https://t.co/WC8IrqSUtg",0.0,0.0,Neutral,8,2,14
25,"#PMDoCBIEnquieryForSSR
#PMDoCBIEnquiryForSSR
#PMDoJusticeForSSR
#CBIEnquiryForSSR
#cbiforsushant
#arogyasetu… https://t.co/mAUONFPqli",0.0,0.0,Neutral,8,2,15
26,"@BSYBJP @BSBommai @mla_sudhakar @RAshokaBJP Secret Sabotage

1st crack down on Tablighi Jamaat jihadis silently spr… https://t.co/wSYPrhJit8",-0.1851851851851852,0.362962962962963,Negative,8,3,15
27,"#PMDoCBIEnquieryForSSR
#PMDoCBIEnquiryForSSR
#PMDoJusticeForSSR
#CBIEnquiryForSSR
#cbiforsushant
#arogyasetu… https://t.co/Em9u8YKz1s",0.0,0.0,Neutral,8,3,16
28,@sambitswaraj Dr Sambit Patra at this crucial time you should be treating #coronavirus Patients.,0.0,1.0,Neutral,8,3,17
29,Gold prices hit all-time high as virus spike lifts safe-haven demand #GoldPrices #COVID19 #Coronavirus https://t.co/Nl40TZe6Sx,0.16,0.5399999999999999,Positive,9,3,17
30,UTT @UltTableTennis joins ‘Our Chance to Serve' campaign to help Table Tennis fraternity during COVID-19 pandemic… https://t.co/qC3wIayg5q,0.0,0.0,Neutral,9,3,18
31,@AnilPraja299 @TheDogMother_ @Sachbang @Manekagandhibjp @pfaindia @PfaUttarakhand @gauri_maulekhi @OurCompass… https://t.co/hHli5VUaJd,0.0,0.0,Neutral,9,3,19
32,UTT @UltTableTennis joins ‘Our Chance to Serve' campaign to help Table Tennis fraternity during COVID-19 pandemic… https://t.co/rgjt9qFoGR,0.0,0.0,Neutral,9,3,20
33,"The World needs big thinkers.

#entrepreneurlife #business #branding #victorpath #vrushabh #india #man #fashion… https://t.co/i8dNiJqEsG",0.0,0.1,Neutral,9,3,21
34,"Physical distancing over six feet may be essential to prevent COVID-19 transmission, says study | via @IndiaTVNews… https://t.co/rOS4YF3LEz",0.0,0.22142857142857142,Neutral,9,3,22
35,"With 507 people succumbing to #coronavirus in a day, the highest so far, India’s #COVID19 death toll rose to 17,400… https://t.co/6R2p1x95yu",0.35,0.975,Positive,10,3,22
36,The RECOVERY Trial has found that the HIV antiviral lopinavir-ritonavir has no clinical benefits when used for trea… https://t.co/s7ueNWrqsZ,0.0,0.0,Neutral,10,3,23
37,"National Chemical Laboratory #NCL #Pune, is a science and knowledge based research, development and consulting orga… https://t.co/X3VuBCvp4d",0.0,0.0,Neutral,10,3,24
38,#Maharastra #CMUddhavThackeray  has praised #LalbaugchaRaja for the historic decision. #coronavirus,0.0,0.0,Neutral,10,3,25
39,Rizzle salutes all the Doctors and medical staff throughout the world who've been tirelessly working during… https://t.co/gguorLc8SD,0.0,0.0,Neutral,10,3,26
40,"Watch @PUBG full success journey with some amazing facts only on here 👇
https://t.co/UCBbCTajVi

#PUBGMOBILE… https://t.co/YR5qPDNiRR",0.3125,0.6125,Positive,11,3,26
41,@LalbaugchaRaja decision to postpone the Ganeshotsav till next year is highly commendable 🙏 you have led by example… https://t.co/UZmNmukVQG,0.08,0.26999999999999996,Positive,12,3,26
42,"If we don’t want any further strict Lockdown’s, we need to follow all the regulations diligently for next 10 days a… https://t.co/dVMGHfgeYi",0.0,0.25,Neutral,12,3,27
43,"US considering pool testing for COVID-19: All you need to know about this new approach 
 #Coronavirus #COVID-19… https://t.co/PljNnNppJV",0.13636363636363635,0.45454545454545453,Positive,13,3,27
44,COVID-19: The legal challenge ahead  https://t.co/RjaY6odFrC #Coronavirus,0.2,0.2,Positive,14,3,27
45,#COVID19 cases in #Thane have nearly doubled in the last 15 days and risen considerably since 1 May. In the last 15… https://t.co/jRdFi7XODL,0.05,0.24583333333333335,Positive,15,3,27
46,Another #coronavirus wave can result in loss of 340 million jobs: ILO https://t.co/nK4yUJheyO,0.0,0.0,Neutral,15,3,28
47,"For the first time in 86 years, #LalbaugchaRaja Sarvajanik Ganeshotsav Mandal has decided to not hold… https://t.co/IuXT3jjJoQ",0.25,0.3333333333333333,Positive,16,3,28
48,"#Coronil will be in stores soon after #AyushMinistry calls it a #COVID19 management drug
https://t.co/RW8CIZPPaZ… https://t.co/L45v30UFQW",0.0,0.0,Neutral,16,3,29
49,"Instead of sacrificing animals, how about sacrificing some grams of our blood this year for a better cause?… https://t.co/zktCaiEoXg",0.5,0.5,Positive,17,3,29
50,"He is well known person at @KDMCOfficial don’t know his name but he is definitely doing his job at best 
Pls guys t… https://t.co/3WcDyZzJ3x",0.5,0.4,Positive,18,3,29
51,"India has total 587065 confirmed cases. Out of this 348470 have recovered, and 17417 people have died.
Last Updated… https://t.co/EO2JmFhOJw",0.13333333333333333,0.6055555555555555,Positive,19,3,29
52,"#nelcast as per chart looks good 

Look at the volume 

#coronavirus #StayAtHome #Investment https://t.co/1b9Dy5Rg3z",0.7,0.6000000000000001,Positive,20,3,29
53,"@DrAkshayRa a 25-year-old completed his MBBS in 2019. Less than 6 months later, he was at the frontlines of India's… https://t.co/OPDWebvold",-0.08333333333333333,0.03333333333333333,Negative,20,4,29
54,"#COVID cases rising steadily, epidemiologists say all big cities like #Mumbai #Delhi #Kolkata and #Chennai may see… https://t.co/thdWg9A3HF",0.08333333333333333,0.3,Positive,21,4,29
55,Goa: BJP MLA tests positive for coronavirus #Goa #BJPMLA #coronavirus https://t.co/YDD1bG9KPb,0.22727272727272727,0.5454545454545454,Positive,22,4,29
56,Aamir Khan ‘Most Relieved' To Share That His Mother Tested Negative For Coronavirus https://t.co/Wl2sbL3C6t… https://t.co/lXMCgI6d1z,0.1,0.45,Positive,23,4,29
57,"I reiterate that #coronil has many ayurvedic benefits: Baba Ramdev
#coronavirus #coronavaccine https://t.co/bFGU0b6Pqq",0.5,0.5,Positive,24,4,29
58,"Take Moment To Thank Your Doctor On This National Doctor’s Day!!!

Happy Doctor’s Day to all the doctors who help h… https://t.co/WdxxyX0U40",0.8,1.0,Positive,25,4,29
59,#Coronavirus LIVE India cases rise to 585792 global tally past 1058 mn https://t.co/3axzSBVm4N,-0.03787878787878788,0.25,Negative,25,5,29
60,"Meanwhile modi!!!🤣🤣🤣 
#coronavirus #COVID19 https://t.co/JIzUqEUFlP",0.0,0.0,Neutral,25,5,30
61,"#Delhi CM #ArvindKejriwal  reiterated that the situation is under control. 'It was predicted that by 30 June, Delhi… https://t.co/qZ26bfywyx",0.0,0.0,Neutral,25,5,31
62,"Is it a Lockdown by any means? 

#Kolkata #Traffic #Coronavirus https://t.co/3B4NxJ4fFX",0.0,0.0,Neutral,25,5,32
63,"#Gold prices in #India hit an all-time high on Wednesday, tracking a global rally, as surging #coronavirus cases in… https://t.co/FMt4rUrSIl",0.08,0.26999999999999996,Positive,26,5,32
64,"People gathered to watch #sheep fight, unmindful of #coronavirus fears. This incident took place yesterday at Mudde… https://t.co/g4JKlf7rpS",0.0,0.0,Neutral,26,5,33
65,#NationalDoctorsDay2020: Here are extreme conditions doctors are braving while saving us from the #pandemic… https://t.co/BYOC2q2eud,-0.125,1.0,Negative,26,6,33
66,Here are the top 10 countries with highest number of #Coronavirus cases in the past 24 hours. #DIU… https://t.co/Ht3T0KwQE1,0.125,0.375,Positive,27,6,33
67,"Not the first time that we have conducted this kind of trials, says Baba Ramdev on corona vaccine controversy.… https://t.co/FPOydOOGB0",0.425,0.6166666666666667,Positive,28,6,33
68,"500+ covid 19 deaths reported in India in last 24 hours, death tolls crosses 17,000.
#coronavirus #1stJuly… https://t.co/kAVXaoyetX",0.0,0.06666666666666667,Neutral,28,6,34
69,"Doctors👨‍⚕️: The one who lives to save lives
#spenitt #coronawarriors #doctor #doctors #doctorsday #worlddoctorsday… https://t.co/9HRwcXI2n5",0.0,0.0,Neutral,28,6,35
70,"Meanwhile God,

Kanna 2020 first half dha mudinjurku, chumma trailer dhamma...

Main picture eh inimedha iruku 🤠
(M… https://t.co/v1hPoQxbLg",0.08333333333333333,0.27777777777777773,Positive,29,6,35
71,Only a doctor is blessed with the magical powers to treat a life  and to be there with us when we have lost all the… https://t.co/u8ZvSMfJoC,0.25,1.0,Positive,30,6,35
72,"#NationalDoctorsDay2020 
We can't thank all the doctors and health care workers enough, for their indispensable and… https://t.co/dwzskgiaWj",0.2,0.7,Positive,31,6,35
73,Rhea Kapoor kickstarts ‘The Good Influencer Project’ to help small businesses get over bad situations; find out how… https://t.co/hsBiOi6Ocq,-0.0833333333333333,0.5555555555555555,Negative,31,7,35
74,"#NationalDoctorsDay2020 
We can't thank all the doctors and health care workers enough, for their indispensable and… https://t.co/yHeVELXyEB",0.2,0.7,Positive,32,7,35
75,"Company and SEBI Laws Update!

SEBI further relaxes from compliance to REITs and InvITs due to COVID-19 virus pande… https://t.co/zuxufz6X6i",-0.0625,0.4375,Negative,32,8,35
76,"“Only a doctor is #blessed with the magical #powers to treat a life, to bring #health into our lives and to be ther… https://t.co/BVdIUFyMS3",0.25,1.0,Positive,33,8,35
77,"This Doctor’s Day, let us remember the bravery and heroism of our front line physicians fighting the pandemic. We S… https://t.co/vQJt2OlUJL",0.0,0.0,Neutral,33,8,36
78,"Uruguay's #coronavirus infection rate is just 0.74
https://t.co/WNKxGVLxWS",0.0,0.0,Neutral,33,8,37
79,looks like #hyderabad mein #coronavirus ne ab speed pakda hai.. today person staying at floor below me is found to… https://t.co/a4kjdYMrxv,0.0,0.0,Neutral,33,8,38
80,#MumbaiPolice imposes #Section144 in the city to prevent the spread of #Coronavirus. It also prohibit movement of p… https://t.co/OF7fe54nVP,0.0,0.0,Neutral,33,8,39
81,"Just in: @aamir_khan's mother #ZeenatHussain tests negative for #coronavirus.

#AamirKhan https://t.co/jCtH7ulvv3",-0.3,0.4,Negative,33,9,39
82,"#BJP MLA From South #Goa Tests Positive For #coronavirus  
https://t.co/QtirSYB8bf via @goaprismmag",0.22727272727272727,0.5454545454545454,Positive,34,9,39
83,"We’ll be on the lookout while you stay safely at home 🦸‍♂️

#lockdownextension #coronavirus #OOH #advertising… https://t.co/L4jJWYDrUM",0.5,0.5,Positive,35,9,39
84,"The state has so far confirmed 25 deaths due to #coronavirus.

https://t.co/qaQjQIB9sT",0.125,0.7916666666666666,Positive,36,9,39
85,"TV actress #MohenaKumari tests #COVID19 negative #coronavirus 

https://t.co/bltUlFvLFl",-0.3,0.4,Negative,36,10,39
86,"The Austrian Grand Prix timings for #f12020 in Indian Standard Time (IST). 
.
Note the time, it's gonna be a #hell… https://t.co/XFrDMXZifc",0.25,0.5,Positive,37,10,39
87,#Coronavirus disease (COVID-19) advice for the public# https://t.co/rhWgKrhWaY via @YouTube,0.0,0.06666666666666667,Neutral,37,10,40
88,"#Mumbai recorded 893 new cases on Tuesday, which took the total number of cases in the city to over 77,000.… https://t.co/37gxdYgLuM",0.06818181818181818,0.6022727272727273,Positive,38,10,40
89,58 people who have attended the same funeral have already been diagnosed with coronavirus and another 70 have confi… https://t.co/AeYcFeq8Fr,0.0,0.125,Neutral,38,10,41
90,"Each day, medical workers set up a ""fever camp"" in a different part of the slum, so residents could be screened for… https://t.co/tYUytysBbE",0.0,0.3,Neutral,38,10,42
91,"In Pics | Here's a look at #Unlock2 guidelines: What is allowed, what isn't. More pics 📸: https://t.co/VfB3dX9rbB… https://t.co/KD9CKAVxCT",0.5,0.5,Positive,39,10,42
92,"Happy Doctor's Day....!
#doctorsday2020 #NationalDoctorsDay #DoctorsDayIndia #coronawarriors #coronavirus # https://t.co/QkonaCkhQm",1.0,1.0,Positive,40,10,42
93,"Hyperactive platelets cause multi-organ failure in COVID-19 patients: Aspirin may be the answer 
 #Coronavirus… https://t.co/1eneXhs1xx",-0.3166666666666667,0.3,Negative,40,11,42
94,"#India registers over 18,000 new #COVID19 cases, taking the country's tally of #coronavirus cases to 5,85,493.… https://t.co/jRlGpxNrcz",0.13636363636363635,0.45454545454545453,Positive,41,11,42
95,"In India, no case of #COVID19 reinfection has been reported to date. However, as the #COVID19Outbreak continues to… https://t.co/F84yK1uJoh",0.0,0.0,Neutral,41,11,43
96,Delhi CM #ArvindKejriwal says the #Covid19 situation has been brought under control in the national capital for now… https://t.co/EPcfZaLdZo,0.0,0.0,Neutral,41,11,44
97,"Through the generous support of our community, we can prevent poverty and provide resources to help the poor.… https://t.co/VqViap4X7l",0.0,0.0,Neutral,41,11,45
98,@PypAyurved said that #Coronil is medicine for COVID19. The name #Coronil itself suggests that it is related to… https://t.co/bvEgZEGdff,0.0,0.4,Neutral,41,11,46
99,"On #NationalDoctorsDay, I convey my greetings &amp; gratitude to the doctors, medical fraternity who are working hard s… https://t.co/wApbh5OPKs",-0.14583333333333334,0.2708333333333333,Negative,41,12,46
100,"Many happy returns of the day to our Hon.Vice President of India Sri @MVenkaiahNaidu Garu. 
 @ysjagan… https://t.co/XVzxaiwse2",0.65,0.75,Positive,42,12,46
101,"Amid rising #coronavirus cases, Section 144 imposed in Mumbai's containment zones till July 15. @divyeshas gives mo… https://t.co/JHD250Fr84",0.0,0.0,Neutral,42,12,47
102,"Three #Doctors on the #Coronavirus #Warzone :

' It is a lifelong trauma ', say these three doctors in #NewYork abo… https://t.co/TgOY5mIUe9",-0.1,0.6,Negative,42,13,47
103,"A Special Poem for our Doctors on #NationalDoctorsDay by @mymalishka 
⬇️⬇️⬇️
https://t.co/qjOJoDLGSF

#coronawarriors #COVIDー19 #coronavirus",0.35714285714285715,0.5714285714285714,Positive,43,13,47
104,"World COVID19 Status update

👉Coronavirus Cases : 10,609,643
👉Deaths : 514,448
👉Recovered : 5,817,869
#COVIDー19 #coronavirus",0.0,0.0,Neutral,43,13,48
105,I express my gratitude 2 you for always being there for us in treating r problems #NationalDoctorsDay… https://t.co/MPP7yDO0PB,0.0,0.0,Neutral,43,13,49
106,@Shami87190142 @Qamarcheema Kaise besharam log ho. The #coronavirus from #China has killed thousands of #Pakistani… https://t.co/TJT8bFsm4C,-0.2,0.0,Negative,43,14,49
107,#IndiaFightAgainstcorona - Month-wise #NewCases and #Deaths of #Coronavirus in #India (2020). (Cumulative as on 1st… https://t.co/G1EImUZEop,0.0,0.0,Neutral,43,14,50
108,"LIVE CALL 
BUY AXIS BANK CMP 429

#nifty50
OptionsTrading
DowJones
#StockMarket
#lockdown
#banknifty #trading… https://t.co/veZ3d9C9zq",0.13636363636363635,0.5,Positive,44,14,50
109,"June shocker: Maha adds 1.04L Covid cases, outstrips France #coronavirus https://t.co/7qwlvYxzqN",0.0,0.0,Neutral,44,14,51
110,Coronavirus: Section 144 imposed in Mumbai till July 15; Curfew between 9 PM to 5 AM  https://t.co/ubw0obVm6k #Coronavirus,0.0,0.0,Neutral,44,14,52
111,"#AamirKhan's mother #ZeenatHussain tests negative for #coronavirus.
#COVID19
https://t.co/Nnsawc80Ls",-0.3,0.4,Negative,44,15,52
112,#MumbaiPolice imposes #Section144 imposed till 15 July in city as #Coronavirus cases see a steady rise  https://t.co/DL50WQKx8s,0.16666666666666666,0.5,Positive,45,15,52
113,"2020 Be Like:

This is just a 1st Half..  

2nd half was fully loaded with lot of Twists.. 

And #CLIMAX was comple… https://t.co/qmBgmmpFPn",-0.1111111111111111,0.1111111111111111,Negative,45,16,52
114,MHA has issued transferring orders for paramilitary doctors who are who are leading their teams in Dedicated COVID-… https://t.co/grqjwkksKS,0.0,0.0,Neutral,45,16,53
115,"Airbus on Tuesday unveiled plans to shed 15,000 jobs within a year, including 900 already earmarked in Germany, say… https://t.co/r5efFnl4Tm",0.0,0.0,Neutral,45,16,54
116,"On the Auspicious Occasion of National Doctor's Day, @aldancare &amp; Team Expresses Gratitude To All Doctors Across Na… https://t.co/BolAUP66sh",0.0,0.0,Neutral,45,16,55
117,#BIGNEWS: #CM @BSYBJP holds meeting with health department officials over ceasing spread of #coronavirus. Ministers… https://t.co/CQYSrJAgff,0.0,0.0,Neutral,45,16,56
118,"With blood test, doctors can pinpoint the #COVID19 patients most likely to need a #ventilator

#coronavirus… https://t.co/NtYYtlKsoj",0.25,0.75,Positive,46,16,56
119,"Amid #coronavirus pandemic, Karnataka Congress MLA Zameer A. Khan holds a gathering in the city, flouts social dist… https://t.co/gXSi8MVF8W",0.03333333333333333,0.06666666666666667,Positive,47,16,56
120,"Only thing that can bring Americans together is if @realDonaldTrump gets infected by #coronavirus. 

Having Coronav… https://t.co/WmbzGfQEMj",0.0,1.0,Neutral,47,16,57
121,Auto #sales in India plunged an annual 47% in June. The auto market struggled to get into gear following a prolonge… https://t.co/SZSg6I2tFe,0.0,0.1,Neutral,47,16,58
122,"No restriction on Patanjali's Coronil kit, will be available across country - Baba Ramdev.
#survivor2020… https://t.co/hZtbFb9Cxe",0.4,0.4,Positive,48,16,58
123,As expected ...Looks like #coronavirus lockdowns are going to go oscillating between opening up and strict lockdown… https://t.co/RfQ9UcPdKG,-0.1,0.4,Negative,48,17,58
124,"Wedding In Pandemic: Groom Dies As Over 110 Guests Test Corona Positive 
.
.
#patna #Wedding #LockdownWedding… https://t.co/ChnS6X5lvW",0.22727272727272727,0.5454545454545454,Positive,49,17,58
125,"Television Actress #NavyaSwamy Tested positive for #COVID19.
#Coronavirus #COVIDー19 #TVActress https://t.co/u5bW5l76dD",0.22727272727272727,0.5454545454545454,Positive,50,17,58
126,"It’s A Sigh Of Relief For #AamirKhan As His Mother Tested Negative For #coronavirus

@aamir_khan #COVID19India… https://t.co/q9TEuGJOAr",-0.3,0.4,Negative,50,18,58
127,"5 Wipro Company Staff Affected By Covid-19 Positive Case In BTM Layout At Bengaluru

Video Link ►… https://t.co/PV8KE6Fnby",0.22727272727272727,0.5454545454545454,Positive,51,18,58
128,"#YehRishtaKyaKehlataHai star Mohena Kumari and family test negative for COVID-19 after a month.

#Covid_19 |… https://t.co/ElDcaePHwQ",-0.3,0.4,Negative,51,19,58
129,"Happy Doctor's Day to all the Doctors!!
#DoctorsDay #StaySafe #StayHome #Coronavirus https://t.co/FD71Pnldnz",1.0,1.0,Positive,52,19,58
130,"On #DoctorsDay , TV Actress #mohenakumari Finally Tested #COVID19 Negative After A Month-Long Battle With… https://t.co/ZL0XRh7Qrx",-0.15,0.7,Negative,52,20,58
131,"As #OnlineClasses take centrestage, @AESL_Official sets up a subsidiary for the digital education business. Check d… https://t.co/0TXM6pytOb",0.0,0.0,Neutral,52,20,59
132,"Section 144 Imposed in Mumbai, Announces Deputy Commissioner of Police Pranaya Ashok As Coronavirus Cases Rise… https://t.co/C46nUXNM1i",0.0,0.0,Neutral,52,20,60
133,"As per @HMOIndia guidelines for #Unlock2, #ContainmentZones will be notified on the websites by the respective Dist… https://t.co/2GgwiNThh7",0.0,0.1,Neutral,52,20,61
134,"More Trouble: Amidst Fight With COVID-19 Mysterious 'Kawasaki Disease' Hits India, Children Are Vulnerable 
.
.… https://t.co/5eFm4DMnmO",-0.05,0.55,Negative,52,21,61
135,Why is Subros catching our eye? Its dominant position in automotive AC components and better demand post #Covid19 a… https://t.co/rYgie5hrE7,0.55,0.7,Positive,53,21,61
136,"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (1st July 2020)

#coronavirus… https://t.co/x8pkUQhFsN",0.0,0.0,Neutral,53,21,62
137,"Karan Aanand concern about the current Online Education System | Filmy Sansaar
#Coronavirus #EducationSystem… https://t.co/6trVWFgdkv",0.0,0.4,Neutral,53,21,63
138,"So far, nearly 4,900 police personnel have been infected with #coronavirus in the state. 

https://t.co/F7py8NmEL7",0.1,0.7,Positive,54,21,63
139,#Coronavirus: Fujifilm to partner with Dr Reddy's to sell anti-flu drug avigan globally https://t.co/ZoTZc05QCt,0.0,0.0,Neutral,54,21,64
140,"Suspected COVID Patient Dies Over Hospitals Negligence In Bengaluru; See What Victim's Daughter Says

Video Link ►… https://t.co/085rGqzuz2",-0.07500000000000001,0.05,Negative,54,22,64
141,The US and #China have been engaged in a series of retaliatory actions involving journalists in recent months.… https://t.co/hEB5CdWYQg,0.0,0.25,Neutral,54,22,65
142,"Cases in Mumbai dipped below the 1,000 mark, as it reported 893 fresh cases. 

#COVID #COVID19 #COVIDー19… https://t.co/rYUS1oTg3l",0.3,0.5,Positive,55,22,65
143,US President Donald Trump slams China on Tuesday and tweeted that he has become more and more angry at China as the… https://t.co/95xrYN8Vd2,0.16666666666666666,0.6666666666666666,Positive,56,22,65
144,"#COVID19 in Mumbai | Section 144 imposed in #Mumbai, prohibiting any presence or movement of one or more persons in… https://t.co/9ILUQUkkQH",0.5,0.5,Positive,57,22,65
145,. @aamir_khan announces that he’s relieved that his mother has tested negative for #Coronavirus after their staff m… https://t.co/Kxs3JIeYJu,-0.3,0.4,Negative,57,23,65
146,A big shoutout to all the doctors risking their lives and working endlessly in this fight against Coronavirus pande… https://t.co/pkbE3duS9B,-0.0625,0.425,Negative,57,24,65
147,#MumbaiPolice imposes Section 144 in the city to prevent #Coronavirus spread. Movement of one/more person is prohib… https://t.co/TzG7Ckrqvr,0.0,0.0,Neutral,57,24,66
148,@DrPramodPSawant @goacm @InGoa24x7 @prudentgoa there are house members in my building who are supposed to be in hom… https://t.co/P6A563c0vB,0.0,0.0,Neutral,57,24,67
149,"Section 144 imposed across Mumbai as COVID-19 cases continue to rise; curfew imposed from 9 PM to 5 AM

#Mumbai… https://t.co/JLzbJbefKX",0.0,0.0,Neutral,57,24,68
150,"Me to Corona: Your 6 months in 2020 are OVER! 😤

My inner thought: You should always say half bottle filled rather… https://t.co/4w1H57X2WJ",0.07777777777777779,0.41111111111111115,Positive,58,24,68
151,Would like to thank each and every #Healthcare professional from the core of my #Heart.thanks a lot for your selfle… https://t.co/MQf5ELcvvj,0.1,0.1,Positive,59,24,68
152,"#RahulGandhi takes a jibe at Centre, says 'Govts are trying to manage perceptions about #Coronavirus and give a sen… https://t.co/Wn99H7Mjkx",0.0,0.0,Neutral,59,24,69
153,"Not all heroes wear capes, They wear PPE to save you in this pandemic..
SALUTE TO ALL DOCTOR'S
National Doctor's Da… https://t.co/I74hOZuN5L",0.0,0.0,Neutral,59,24,70
154,"#Coronavirus situation in #Delhi not ‘terrible’; situation is improving: CM @ArvindKejriwal 

Visit our Youtube -… https://t.co/zuwK2VmKw2",0.5,1.0,Positive,60,24,70
155,"Xiaomi users are more eager for miui12 than corona virus vaccine...😛

#miui12 @XiaomiIndia @Xiaomi @RedmiIndia… https://t.co/q0wda6QSVo",0.5,0.5,Positive,61,24,70
156,"To the heroes battling the unknown and the unseen! Happy National Doctors’ day!

#doctors #medicalprofessionals… https://t.co/2OlFC20TZe",0.4375,0.8,Positive,62,24,70
157,"""In the next two-three months, I will probably be able to fight"" - #VijenderSingh (@boxervijender)

#Boxing… https://t.co/K6GKdHKbHI",0.25,0.3125,Positive,63,24,70
158,"It's #NationalDoctorsDay. 
We’re always grateful for the ways our doctors help us change medicine and change lives,… https://t.co/EXf1Ptievo",0.0,0.0,Neutral,63,24,71
159,COVID-19 medicines: Coronil vs FabiFlu vs Covifor. How they fare against each other | via @IndiaTVNews… https://t.co/zmd07LNPcB,-0.125,0.375,Negative,63,25,71
160,A viral fake message claims 169 residents of Omkar Alta Monte apartment complex in Malad tested positive for… https://t.co/gUs9JuCDcm,-0.19090909090909092,0.6484848484848484,Negative,63,26,71
161,Researchers in China have now discovered a new type of flu that is capable of triggering a pandemic.… https://t.co/qAmwKDMbBt,0.16818181818181818,0.42727272727272725,Positive,64,26,71
